76,O71-0400
76,O7250500
76,O---0150
76,O7--0250
76,O7780500
76,O80-0400
76,O8--0250
76,P2030500
76,P---0000
76,K21-0300
76,K---0080
84,V1230560
84,V31-0400
84,W2--0200
84,V3300500
84,V1320500
84,U4000720
84,V5030500
84,W1060700
84,V03-0400
84,W25-0400
84,V1600500
84,V16-0400
84,V42-0400
84,W3330500
84,V36-0400
84,V29-0400
84,W23-0400
84,W---0000
84,W3420500
84,W33-0400
84,W27-0400
84,W2730500
84,W1400560
84,W12-0400
84,V52-0400
84,V5310720
84,V50-0400
84,V5050540
84,V5010520
84,V5000580
84,V---0000
84,V45-0430
84,V4250500
84,V4120520
84,V37-0400
84,V2--0200
84,V2940520
84,V2510520
84,V17-0400
84,V15-0400
84,V1--3022
84,V14-0430
84,V14-0400
84,V1250500
84,V12-0400
84,V2920540
84,V1010580
84,V0--0200
84,U---0000
84,U4630660
84,U4500500
84,U4501080
84,U4210500
84,U40-0400
84,O7630500
84,P06-0400
84,P0880500
84,P1--0290
84,K3--0200
84,K53-0300
84,K53-0320
84,K---0090
84,K36-0300
84,K3464000
84,K---0080
84,K33-0300
84,K32-0300
84,K3074000
84,K30-0310
84,K2--0190
84,K27-0310
84,K27-0300
84,K2674000
84,K2654000
84,K25-0300
84,K2514000
84,K23-0300
84,K22-0310
84,K22-0300
84,K2036000
84,K1--0150
84,K15-0300
84,K14-0300
84,K1414000
84,K08-0300
84,K06-0310
84,K06-0330
84,K05-0300
84,K0454000
84,----0000
93,W2210500
93,W27-0400
93,X10-0400
93,V6030500
93,Y6030500
93,Y6510600
93,Y5610500
93,Y6630500
93,X1100500
93,Y5--0200
93,Y46-0400
93,Y64-0400
93,Y5600520
93,Y5530540
93,Y5100600
93,Y5100500
93,Y5020500
93,Y4--0200
93,Y4110500
93,X---0000
93,X34-0400
93,X3010560
93,X27-0400
93,X2--0200
93,X14-0400
93,X1220500
93,X1050500
93,X0500540
93,X04-0400
93,X0240500
93,X02-0400
93,X0000500
93,W2--0200
93,W2010500
93,V6150500
93,V6--0200
93,V---0000
93,X2300500
94,Y7410520
94,Y78-0400
94,Y7610560
94,Y9510500
94,Y9500500
94,Y7910520
94,Y86-0400
94,Y84-0400
94,Y83-0400
94,Y8110500
94,Y81-0400
94,Y94-0400
94,Y9--0200
94,Y9000540
94,Y7--0200
94,Y7020560
94,Y71-0400
94,Y7110500
